file,"hgnc hits","on wp_all","on wp_hs","new wp_hs only","new wp_all","new hits only to wp_hs","new hits to wp_all"
PMC2172815__200304105f7.jpg.txt,8,8,1,7,0,IN|FAK|L|MEK|ERK|CAN|CEH,
PMC2172896__200210149f10.jpg.txt,1,0,0,0,1,,P160
PMC2173691__200308162f7.jpg.txt,5,3,1,2,2,L|SLUG,HTK|E
PMC2174018__200204089f1.jpg.txt,5,4,0,4,1,Z|PL|P2|ARP2,CDC42P
PMC2174628__msb4100195-f3.jpg.txt,1,1,0,1,0,PM,
PMC2174844__JCB9910150.f8.jpg.txt,0,0,0,0,0,,
PMC2176131__AJRCMB38195f7.jpg.txt,0,0,0,0,0,,
PMC2192628__nihms35772f3.jpg.txt,0,0,0,0,0,,
PMC2195651__JEM991494.f2.jpg.txt,3,2,1,1,1,FLIP,CELL
PMC2195865__JEM001425.f2.jpg.txt,5,3,0,3,2,TYPE|CD95|L,CELL|II
PMC2213034__20042085f8.jpg.txt,3,1,0,1,2,H,ECM|CD63
PMC2213494__JEM001349.f8.jpg.txt,9,5,2,3,4,HSC|KITL|TS,LA|E|CELL|II
PMC2213558__nihms37241f5.jpg.txt,2,2,0,2,0,L|LAG-2,
PMC2214701__JCI0833612.f2.jpg.txt,0,0,0,0,0,,
PMC2214701__JCI0833612.f3.jpg.txt,0,0,0,0,0,,
PMC2214806__pbio.0060008.g007.jpg.txt,3,2,0,2,1,AP|SIS,JN
PMC2217644__tpc1903944f10.jpg.txt,0,0,0,0,0,,
PMC2233603__nihms37849f7.jpg.txt,0,0,0,0,0,,
PMC2234575__nihms-38868-f0002.jpg.txt,2,1,0,1,1,ON,CELL
PMC2237899__pone.0001639.g011.jpg.txt,4,2,0,2,2,MACS|Z,MS|U
PMC2238958__gkm659f2.jpg.txt,0,0,0,0,0,,
PMC2242658__bcr1769-8.jpg.txt,1,1,1,0,0,,
PMC2245850__pp1460576f07.jpg.txt,4,1,0,1,3,FAD,J|CHS|CF
PMC2245955__1471-2202-8-100-5.jpg.txt,16,12,3,9,4,S|B|MU|SCS|IN|TUBA|Y|MN|RAM,U|GM|MA|RU
PMC2246086__nihms37246f1.jpg.txt,0,0,0,0,0,,
PMC2246119__1471-2121-9-4-7.jpg.txt,3,1,0,1,2,B,CELL|OR
PMC2247407__nihms39909f2.jpg.txt,0,0,0,0,0,,
PMC2249701__pone.0001710.g007.jpg.txt,2,1,0,1,1,RB,CELL
PMC2258797__zmb0050873260007.jpg.txt,0,0,0,0,0,,
PMC2258989__zjv0060803350006.jpg.txt,7,3,0,3,4,MK|L|MU,R|MIM|J|NM
PMC2259313__1742-4682-4-50-1.jpg.txt,0,0,0,0,0,,
PMC2259449__neo1003_0198_fig002.jpg.txt,4,3,0,3,1,MU|H|IN,NLN
PMC2259457__neo1003_0287_fig006.jpg.txt,0,0,0,0,0,,
PMC2259464__gr3.jpg.txt,1,1,0,1,0,PTC,
PMC2261378__nihms-39292-f0009.jpg.txt,3,0,0,0,3,,HT|MFN1|CELL
PMC2262896__1471-2164-9-71-4.jpg.txt,4,3,1,2,1,X|H,R
PMC2262896__1471-2164-9-71-6.jpg.txt,3,3,1,2,0,H|IN,
PMC2266794__pone.0001803.g004.jpg.txt,0,0,0,0,0,,
PMC2269037__11568_2008_9018_Fig3_HTML.jpg.txt,0,0,0,0,0,,
PMC2270317__pbio.0060061.g011.jpg.txt,9,6,0,6,3,CAN|S|MU|AM|Y|CAM,E|U|GM
PMC2270408__RevDiabeticStud-04-209-007.jpg.txt,0,0,0,0,0,,
PMC2270852__1471-2407-8-43-5.jpg.txt,7,7,4,3,0,PKB|P|S6,
PMC2275876__12079_2007_11_Fig8_HTML.jpg.txt,4,3,1,2,1,X|P,R
PMC2276699__nihms39855f7.jpg.txt,2,2,1,1,0,IF,
PMC2277371__nihms-35656-f0006.jpg.txt,0,0,0,0,0,,
PMC2277504__nihms-37907-f0008.jpg.txt,2,2,1,1,0,L,
PMC2278039__nihms43806f2.jpg.txt,17,14,4,10,3,TNFA|FIP200|L|FAK|MKK4|MKK7|P|Z|X|SEX,J|D1|CELL
PMC2288618__nihms43701f7.jpg.txt,7,5,1,4,2,L|RICK|TAK1|P38,NF-KB|JNK
PMC2290851__jcb1801277f09.jpg.txt,0,0,0,0,0,,
PMC2291030__1752-0509-2-19-3.jpg.txt,13,8,2,6,5,H|Y|L|X|P|NU,U|J|MA|MS|R
PMC2292640__nihms44316f1.jpg.txt,1,0,0,0,1,,XM
PMC230332__mb2031580007.jpg.txt,9,5,2,3,4,ALK4|ALK2|X,II|U|ILA|J
PMC2322867__nihms45365f2.jpg.txt,0,0,0,0,0,,
PMC2323627__pcbi.0040030.g004.jpg.txt,0,0,0,0,0,,
PMC2324067__nihms40586f1.jpg.txt,3,2,2,0,1,,CELL
PMC2330318__pp1470188f07.jpg.txt,3,2,1,1,1,PIA,PE
PMC2335355__zbc0180833530008.jpg.txt,0,0,0,0,0,,
PMC23386__pq1972355005.jpg.txt,1,1,0,1,0,MU,
PMC2354921__nihms-43279-f0005.jpg.txt,0,0,0,0,0,,
PMC2366852__zmk0050885120007.jpg.txt,0,0,0,0,0,,
PMC2366876__zmk0050885110007.jpg.txt,0,0,0,0,0,,
PMC2373331__zpq0150801420005.jpg.txt,3,3,0,3,0,B|X|JH,
PMC2374695__nihms46978f1.jpg.txt,6,6,1,5,0,MAK3|MPR1|S1|S|C1,
PMC2374726__mol14_5p0346f1.jpg.txt,0,0,0,0,0,,
PMC2374727__mol14_5p0276f5.jpg.txt,0,0,0,0,0,,
PMC2374735__mol14_5p0264f7.jpg.txt,1,1,0,1,0,S,
PMC2375051__pone.0002215.g007.jpg.txt,0,0,0,0,0,,
PMC2376240__zbc0230837520008.jpg.txt,4,2,0,2,2,MDN|H,AG|CELL
PMC2376838__nihms-45502-f0008.jpg.txt,4,2,0,2,2,Z|L,RIL|II
PMC2377155__pcbi.1000086.g003.jpg.txt,0,0,0,0,0,,
PMC2377155__pcbi.1000086.g004.jpg.txt,0,0,0,0,0,,
PMC2387053__nihms49842f2.jpg.txt,6,5,1,4,1,AF|P|IGFI|CO,R
PMC2394659__pone.0002339.g003.jpg.txt,4,3,0,3,1,AN|X|L,R
PMC2394752__gb-2007-8-6-r104-1.jpg.txt,4,3,0,3,1,MI|RS|H,MY
PMC2396493__nihms47079f1.jpg.txt,10,7,3,4,3,P|P53|FOXO3A|ROS,J|CELL|DAMAGE
PMC2398769__nihms47946f4.jpg.txt,0,0,0,0,0,,
PMC2398777__pone.0002407.g005.jpg.txt,2,1,1,0,1,,GREM1
PMC239898__1477-7827-1-71-6.jpg.txt,0,0,0,0,0,,
PMC2405915__nihms-44878-f0008.jpg.txt,0,0,0,0,0,,
PMC2409381__zpq0170803920006.jpg.txt,6,4,0,4,2,HEP|L|S|NU,E|J
PMC24103__pq2262603005.jpg.txt,2,1,0,1,1,L,CELL
PMC2413058__nihms45866f7.jpg.txt,2,0,0,0,2,,RAB7|DOR
PMC24169__pq2392867005.jpg.txt,0,0,0,0,0,,
PMC2417166__zbc0150831300008.jpg.txt,9,6,2,4,3,NIX|B|SLP|Y,EMU|U|RU1
PMC2417171__zbc0140830780006.jpg.txt,1,1,0,1,0,A20,
PMC2417189__zbc0140830440008.jpg.txt,2,2,0,2,0,H|ET,
PMC2422835__nihms-50556-f0001.jpg.txt,3,2,0,2,1,L|S,E
PMC2422835__nihms-50556-f0002.jpg.txt,10,6,2,4,4,OF|B1|P38|S,DS|OR|J|NG
PMC2423168__zmb0100874790007.jpg.txt,9,5,0,5,4,CAN|IN|ER|ON|LASS,CA|E|NG|NL
PMC2423294__zmb0110875290008.jpg.txt,0,0,0,0,0,,
PMC2424295__msb200830-f2.jpg.txt,0,0,0,0,0,,
PMC2425463__gkn234f6.jpg.txt,1,1,0,1,0,S,
PMC2426945__jcb1810973f07.jpg.txt,3,1,0,1,2,L,EPHB|GD
PMC2430908__pbio.0060123.g008.jpg.txt,9,8,0,8,1,H|S|Y|MAM|HSC|X|PR|CAN,MA
PMC2432088__nihms51274f1.jpg.txt,4,2,1,1,2,H,E|J
PMC2435278__ppat.1000098.g002.jpg.txt,8,6,0,6,2,CLI|PB1|S4|S1|MU|PELLE,MS|U
PMC2438462__tpc2001390f08.jpg.txt,5,2,0,2,3,MEK2|MEK1,NTF6|NOA1|NB
PMC2441458__gb-2008-9-5-224-2.jpg.txt,9,3,0,3,6,KN|HN|L,EMU|R|MY|NG|INCL|MA
PMC2441985__1276fig3.jpg.txt,1,0,0,0,1,,CELL
PMC2442100__1471-2105-9-276-10.jpg.txt,0,0,0,0,0,,
PMC2442829__nihms51320f2.jpg.txt,1,1,0,1,0,H,
PMC2443685__nihms54637f12.jpg.txt,2,2,1,1,0,L,
PMC2447663__zbc0190834310009.jpg.txt,5,3,1,2,2,GCN2|PP1,E|GADD34
PMC2447903__jcb1820171f08.jpg.txt,0,0,0,0,0,,
PMC2453100__zee0070841090007.jpg.txt,2,1,1,0,1,,J
PMC2464318__mol14_7p0538f1.jpg.txt,1,1,0,1,0,AN,
PMC2464322__mol14_7p0517f1.jpg.txt,1,0,0,0,1,,U
PMC2469272__11095_2008_9571_Fig2_HTML.jpg.txt,5,5,1,4,0,MR|NU|MU|MAL,
PMC2481274__pone.0002737.g002.jpg.txt,0,0,0,0,0,,
PMC2483369__tpc2001678f06.jpg.txt,2,2,0,2,0,NAC|NPH1,
PMC2486832__nihms55797f3.jpg.txt,1,0,0,0,1,,E
PMC2490815__PPAR2008-658520.002.jpg.txt,8,6,0,6,2,MU|S|IL17|NU|L|MAR,NL|U
PMC2491337__nihms-55900-f0009.jpg.txt,3,2,0,2,1,ANG|P,HS
PMC2491588__pone.0002942.g007.jpg.txt,4,3,1,2,1,RANKL|M-CSF,MASS
PMC2491599__1755-7682-1-10-2.jpg.txt,3,2,0,2,1,L|P,L7
PMC2491602__1752-0509-2-64-6.jpg.txt,9,3,1,2,6,MR|AZI,CELL|J|NA|MA|E|AE
PMC2491722__nihms57217f6.jpg.txt,1,1,1,0,0,,
PMC2494517__zh20070851630009.jpg.txt,8,4,2,2,4,PI3K|P57,CELL|E|P27|D1
PMC2494797__zh50070852350007.jpg.txt,1,0,0,0,1,,J
PMC2494844__zh70100832360002.jpg.txt,0,0,0,0,0,,
PMC2496917__1471-2164-9-348-1.jpg.txt,3,3,0,3,0,DP|ASM|PM,
PMC2500174__pone.0003001.g007.jpg.txt,5,4,2,2,1,CAN|CEH,E
PMC2504275__11420_2007_9072_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC2504275__11420_2007_9072_Fig4_HTML.jpg.txt,1,0,0,0,1,,J
PMC2504419__nihms56601f8.jpg.txt,4,4,1,3,0,OF|CD23|AP,
PMC2515128__zh80170823190007.jpg.txt,7,6,0,6,1,ERK|WR|PUMA|AM|X|MU,MY
PMC2515336__1476-4598-7-64-2.jpg.txt,9,7,2,5,2,LPS|LT|AM|H|L,U|NF-KB
PMC2515524__JLR4991981f8.jpg.txt,7,5,2,3,2,L|P|PKB,JNK|T2
PMC2515624__nihms56053f1.jpg.txt,2,2,0,2,0,B|PR,
PMC2516985__zbc0350846720008.jpg.txt,10,7,1,6,3,MK|IKK|P100|P65|P1|P52,R|U|J
PMC2519632__zjv0170809790006.jpg.txt,4,3,1,2,1,S|AN,E
PMC2519775__zek0080831680001.jpg.txt,1,1,0,1,0,S,
PMC25225__mk0490824010.jpg.txt,15,7,1,6,8,TOR|P42|L|CAN|AN|IN,GM|EL|U|E|RU|J1|R|PAL
PMC2526161__PPAR2008-358052.004.jpg.txt,1,1,0,1,0,S,
PMC2528845__zef0020826790002.jpg.txt,0,0,0,0,0,,
PMC2528845__zef0020826790003.jpg.txt,0,0,0,0,0,,
PMC2528845__zef0020826790004.jpg.txt,4,3,1,2,1,L|CORD,CELL
PMC2529314__1471-2164-9-369-8.jpg.txt,0,0,0,0,0,,
PMC2531163__nihms65923f3.jpg.txt,9,6,4,2,3,B|L,E|U|RD
PMC2532600__nihms56058f2.jpg.txt,0,0,0,0,0,,
PMC2535674__GEN1801191f8.jpg.txt,1,0,0,0,1,,MY
PMC25360__mk0690891009.jpg.txt,2,2,1,1,0,RAI,
PMC2542903__nihms62958f6.jpg.txt,4,3,1,2,1,ERK|OF,CELL
PMC2544441__zh00090857030003.jpg.txt,7,6,0,6,1,LN|ON|H|N-WASP|NU|MAM,ECM
PMC2547063__zek0090831870008.jpg.txt,1,1,1,0,0,,
PMC25483__mk0880660011.jpg.txt,5,2,0,2,3,LPA|L,P160|NHE1|J
PMC2553141__BIO.135483.lw.f1.jpg.txt,1,1,0,1,0,L,
PMC2553363__nihms60357f1.jpg.txt,0,0,0,0,0,,
PMC2555978__ukmss-2187-f0006.jpg.txt,10,6,4,2,4,B|TYPE,FA|E|U|MS
PMC2556008__zbc0420851670010.jpg.txt,5,4,0,4,1,L|FAK|ERK|P38,J
PMC2556273__1660fig8.jpg.txt,4,3,0,3,1,UP|L|E4,U
PMC2556276__nihms-49618-f0001.jpg.txt,1,0,0,0,1,,R
PMC2556613__zh80200824920001.jpg.txt,15,9,1,8,6,NU|Z|PKC|IF|FE|PUM|P31|PLM,U|R|RU|IV|II|E
PMC2556850__nihms65948f2.jpg.txt,11,6,0,6,5,ON|L|AM|GEM|XLA|AC,RAY|NL|EL|CAL|SUN
PMC2559911__2721fig7.jpg.txt,0,0,0,0,0,,
PMC2561291__pone.0003430.g002.jpg.txt,8,5,1,4,3,AP-1|S|TRAM|AN,LIME|NF-KB|E
PMC2561291__pone.0003430.g005.jpg.txt,0,0,0,0,0,,
PMC2562038__nihms68083f2.jpg.txt,2,2,1,1,0,DELTA,
PMC2562168__nihms67756f2.jpg.txt,4,1,0,1,3,B,CELL|U|E
PMC2567351__1471-2105-9-412-1.jpg.txt,0,0,0,0,0,,
PMC2567351__1471-2105-9-412-2.jpg.txt,0,0,0,0,0,,
PMC2567390__GEN1802905f6.jpg.txt,2,1,0,1,1,P,R
PMC2568057__zek0100832060010.jpg.txt,3,2,0,2,1,AN|PM,R
PMC2568960__ppat.1000175.g007.jpg.txt,2,0,0,0,2,,J|SPP
PMC2570596__neo1011_1204_fig001.jpg.txt,0,0,0,0,0,,
PMC2570709__nihms73332f1.jpg.txt,0,0,0,0,0,,
PMC2573088__zbc0470855210011.jpg.txt,4,2,1,1,2,S,II|RIN
PMC2573245__zjv0220812040006.jpg.txt,0,0,0,0,0,,
PMC2574814__nihms-65799-f0027.jpg.txt,6,4,1,3,2,ALP|OCN|OF,OR|LE
PMC2575163__zmk0110887560008.jpg.txt,0,0,0,0,0,,
PMC2575623__ar2451-7.jpg.txt,0,0,0,0,0,,
PMC2575803__nihms69787f1.jpg.txt,1,1,1,0,0,,
PMC2576563__zbc0480855990007.jpg.txt,0,0,0,0,0,,
PMC2577427__zmb0200877470009.jpg.txt,0,0,0,0,0,,
PMC2578836__nihms63415f7.jpg.txt,8,4,2,2,4,ON|B,TC|ACTIVIN|II|CA
PMC2581573__zbc0490856650001.jpg.txt,7,5,1,4,2,P|HUR|MR|AS,R|E
PMC2581770__nihms57617f3.jpg.txt,0,0,0,0,0,,
PMC2585009__pone.0003664.g007.jpg.txt,9,8,2,6,1,AN|P|TRAF6|MU|IFN|L3,E
PMC2585047__nihms65573f1.jpg.txt,0,0,0,0,0,,
PMC2590753__nihms59069f7.jpg.txt,4,3,0,3,1,X|S|PACAP,R
PMC2593196__zek0120832510001.jpg.txt,8,5,2,3,3,Y|S|H,E|AID|MAFK
PMC2593375__zmb0230878000009.jpg.txt,2,2,1,1,0,PTB,
PMC2596750__nihms70476f8.jpg.txt,12,6,4,2,6,IKK|P52,LIGHT|TNFR1|LTBR|JNK|K3|NF-KB
PMC2597184__nihms-81185-f0002.jpg.txt,5,3,1,2,2,L|IKKB,R|CELL
PMC2597721__ppat.1000247.g006.jpg.txt,1,0,0,0,1,,OR
PMC2597811__nihms37181f2.jpg.txt,4,3,2,1,1,X,OR
PMC2600414__nihms-81117-f0001.jpg.txt,11,9,5,4,2,L|Z|B|X,CELL|U
PMC2600878__nihms26144f6.jpg.txt,1,1,0,1,0,PSGL-1,
PMC2603135__nihms57516f6.jpg.txt,4,4,2,2,0,P53|X,
PMC2603136__nihms-81890-f0005.jpg.txt,0,0,0,0,0,,
PMC2605563__pone.0004093.g007.jpg.txt,2,2,0,2,0,P|ASM,
PMC2606015__zbc0040961640009.jpg.txt,12,9,2,7,3,X|PL|NU|S|L|MU|MR,KS|J|MA
PMC2606916__nihms46332f1.jpg.txt,6,6,1,5,0,S|P100|H|P5|B,
PMC2610355__nihms82917f9.jpg.txt,7,5,3,2,2,P|L,AIC|DR5
PMC2610502__zbc0060962900009.jpg.txt,2,2,0,2,0,B|MAM,
PMC2613047__zee0120844530005.jpg.txt,1,1,0,1,0,B,
PMC2613484__nihms-82795-f0003.jpg.txt,0,0,0,0,0,,
PMC2613484__nihms-82795-f0007.jpg.txt,3,2,1,1,1,B,CELL
PMC2613546__nihms79323f5.jpg.txt,5,4,2,2,1,L|AC,GDS
PMC2613669__tpc2002989f08.jpg.txt,2,1,0,1,1,PM,CA
PMC2613770__nihms76174f1.jpg.txt,2,2,0,2,0,LPS|BAFF,
PMC2615406__nihms71041f9.jpg.txt,5,4,1,3,1,Y|ROS|OF,CELL
PMC2615499__zbc0060962760009.jpg.txt,1,0,0,0,1,,U
PMC261890__pbio.0000053.g008.jpg.txt,10,8,2,6,2,PKC|AM|RS|P1|CAM2|CD45,J|HAG-2
PMC2621059__nihms85699f4.jpg.txt,25,17,4,13,8,A1|AS|P|H|ARM|SEX|IN|HO|S|X|Z|Y|AN,MA|U|ERCM|EMA|E|NOLC1|WAC|ANT
PMC2626396__zjh0120878120006.jpg.txt,4,2,1,1,2,CEH,MFN|MY
PMC2627788__nihms-79758-f0005.jpg.txt,9,7,2,5,2,AM|IN|ARR|DI|SALL4,CAL|R
PMC2629187__zpq9990860690006.jpg.txt,2,1,0,1,1,SUR1,R
PMC2629278__zpq9990963490001.jpg.txt,0,0,0,0,0,,
PMC2630276__zh80020928920007.jpg.txt,3,2,0,2,1,NPM|L,SUN
PMC2631405__nihms84804f1.jpg.txt,10,10,5,5,0,GH|P|L|PKB|SEX,
PMC2632088__zjb0030984240001.jpg.txt,0,0,0,0,0,,
PMC2633800__cib0101_0053_fig001.jpg.txt,2,1,0,1,1,L3,CELL
PMC2634038__psb0203_0135_fig001.jpg.txt,4,1,0,1,3,L,NE|J|CA2
PMC2634088__cam0203_0192_fig004.jpg.txt,0,0,0,0,0,,
PMC2634110__psb0303_0166_fig001.jpg.txt,4,2,0,2,2,SE|S,E|PAL
PMC2634110__psb0303_0166_fig002.jpg.txt,7,5,0,5,2,AN|PKG|S|ACS|ACO,E|NE
PMC2634111__psb0303_0175_fig001.jpg.txt,5,2,0,2,3,GA|IN,U|NG|MA
PMC2634124__psb0105_0231_fig003.jpg.txt,6,2,0,2,4,AN|Y,NL|J|U|R
PMC2634135__psb0204_0245_fig001.jpg.txt,2,2,0,2,0,L|OF,
PMC2634143__psb0204_0263_fig002.jpg.txt,12,9,1,8,3,IN|MK|P|PL|PKC|ON|EI|OF,II|CF|CA
PMC2634213__psb0205_0365_fig002.jpg.txt,3,2,0,2,1,X|P,REP
PMC2634256__org0402_0109_fig001.jpg.txt,0,0,0,0,0,,
PMC2634257__org0402_0116_fig001.jpg.txt,7,3,1,2,4,B|L,CA|FX|C-1|MX
PMC2634257__org0402_0116_fig005.jpg.txt,2,2,1,1,0,X,
PMC2634258__org0402_0123_fig001.jpg.txt,0,0,0,0,0,,
PMC2634307__psb0306_0381_fig001.jpg.txt,0,0,0,0,0,,
PMC2634369__psb0310_0761_fig001.jpg.txt,5,1,0,1,4,ERF,OR|CTR1|R|XA
PMC2634381__psb0310_0813_fig001.jpg.txt,4,1,0,1,3,RLK,E|J|CELL
PMC2634388__psb0310_0831_fig001.jpg.txt,5,3,1,2,2,MAL|L,E|GM
PMC2634812__nihms70868f3.jpg.txt,14,10,4,6,4,SCL|ON|H|DL|SC|GATA-1,CELL|IL-3|TCF-1|CPA3
PMC2634812__nihms70868f5.jpg.txt,3,3,1,2,0,EBF|B,
PMC2634968__pcbi.1000292.g004.jpg.txt,6,5,0,5,1,MU|NU|L|H|ON,NM
PMC2634968__pcbi.1000292.g005.jpg.txt,0,0,0,0,0,,
PMC2634968__pcbi.1000292.g006.jpg.txt,3,2,0,2,1,B|MED,E
PMC2634968__pcbi.1000292.g007.jpg.txt,3,3,2,1,0,MU,
PMC2634987__cam0202_0071_fig001.jpg.txt,3,3,2,1,0,MU,
PMC2635405__94157.fig1.jpg.txt,0,0,0,0,0,,
PMC2635620__ijms-9-2217f2.jpg.txt,0,0,0,0,0,,
PMC2636929__zh30010952680009.jpg.txt,2,0,0,0,2,,NTS|R
PMC2637179__nihms85692f2.jpg.txt,0,0,0,0,0,,
PMC2637482__cam0204_0220_fig002.jpg.txt,0,0,0,0,0,,
PMC2637552__nihms-89014-f0001.jpg.txt,0,0,0,0,0,,
PMC2638722__molbiolevolmsn138f02_ht.jpg.txt,8,4,2,2,4,NU|P,RX|SUN|J|E
PMC2638772__ddn33909.jpg.txt,3,2,1,1,1,GREMLIN,CELL
PMC2639041__btn403f2.jpg.txt,4,1,0,1,3,MU,U|MY|MA
PMC2639041__btn403f3.jpg.txt,0,0,0,0,0,,
PMC2639168__btn451f4.jpg.txt,0,0,0,0,0,,
PMC2639168__btn451f5.jpg.txt,0,0,0,0,0,,
PMC2639747__nihms-90748-f0002.jpg.txt,0,0,0,0,0,,
PMC2639789__nihms85988f9.jpg.txt,5,3,2,1,2,L,J|CELL
PMC2640107__nihms91988f5.jpg.txt,0,0,0,0,0,,
PMC2642928__nihms92340f1.jpg.txt,3,1,0,1,2,ERK,II|CD70
PMC2644150__zpq9990965110007.jpg.txt,1,1,0,1,0,CAR,
PMC2645475__nihms72752f1.jpg.txt,0,0,0,0,0,,
PMC2645475__nihms72752f4.jpg.txt,1,1,0,1,0,B,
PMC2645926__nihms86471f11.jpg.txt,3,1,0,1,2,H,TSPO|CELL
PMC2646135__pgen.1000408.g007.jpg.txt,5,4,1,3,1,P|L|ROS,J
PMC2647628__PROCATS43263fig1.jpg.txt,5,2,0,2,3,L|MAM,MA|E|EMU
PMC2647780__pcbi.1000287.g001.jpg.txt,2,2,1,1,0,NU,
PMC2648682__JCI0938661.f1.jpg.txt,0,0,0,0,0,,
PMC2648785__1471-2105-10-S1-S53-6.jpg.txt,8,4,3,1,4,P,R|DC|U|ST
PMC2649397__pp1491207f01.jpg.txt,0,0,0,0,0,,
PMC2649571__pone.0004690.g007.jpg.txt,5,2,1,1,3,AA,J|SSX|STOP
PMC2649616__org0301_0025_fig003.jpg.txt,7,5,2,3,2,H|WARTS|MERLIN,MY|E
PMC2649808__zjw0120833050005.jpg.txt,0,0,0,0,0,,
PMC2649824__nihms95369f1.jpg.txt,0,0,0,0,0,,
PMC2650010__nihms86788f2.jpg.txt,1,1,0,1,0,L,
PMC2650170__zpq9990967830001.jpg.txt,9,6,2,4,3,H|B|IN|ON,R|S9|GM
PMC2650409__pone.0004686.g006.jpg.txt,0,0,0,0,0,,
PMC2650750__nihms75884f1.jpg.txt,12,11,4,7,1,L|IKK2|PKC|B|P55|P|OF,JNK
PMC2651576__pone.0004771.g006.jpg.txt,4,4,1,3,0,ER|AM|RS,
PMC2652039__nihms-81179-f0009.jpg.txt,1,1,0,1,0,TWEAK,
PMC2653622__nihms-78867-f0005.jpg.txt,1,0,0,0,1,,CELL
PMC2654975__AJRCCM1796457f1.jpg.txt,8,6,4,2,2,LNX|AM,U|EMU
PMC2656602__nihms-85459-f0007.jpg.txt,0,0,0,0,0,,
PMC2656612__pone.0004979.g008.jpg.txt,1,1,0,1,0,OF,
PMC2657410__zpq9990971880002.jpg.txt,1,1,0,1,0,OF,
PMC2657410__zpq9990971880006.jpg.txt,5,3,0,3,2,B|L|AS,E|DEK
PMC2657416__zpq9990970160006.jpg.txt,0,0,0,0,0,,
PMC2657487__nbtm-2-3-0185f1.jpg.txt,4,3,1,2,1,CI|P,CELL
PMC2657775__1752-0509-3-11-7.jpg.txt,3,2,0,2,1,S|P,E
PMC2657775__1752-0509-3-11-9.jpg.txt,0,0,0,0,0,,
PMC2657945__ddp03201.jpg.txt,0,0,0,0,0,,
PMC2658594__nihms97377f4.jpg.txt,3,3,1,2,0,B|OF,
PMC2658630__nihms85267f7.jpg.txt,9,8,2,6,1,P|LPA|L|S1P|MEK|ERK,MLC2
PMC2659402__nihms84561f3.jpg.txt,0,0,0,0,0,,
PMC2659592__nihms-96516-f0007.jpg.txt,9,5,2,3,4,PA|AP-1|SOCS-1,JNK|IL-4|E|MT
PMC2660380__nihms96238f3.jpg.txt,3,3,0,3,0,L|X|LPA,
PMC2661541__gcr2_4ap0010f1.jpg.txt,0,0,0,0,0,,
PMC2661616__nihms93405f2.jpg.txt,7,5,0,5,2,RAGE|PI3K|P38|IKK|P33,JNK|NF-KB
PMC2661875__nihms92737f4.jpg.txt,5,4,1,3,1,Y|SW|H,IV
PMC2662295__zbc0050962250005.jpg.txt,9,4,2,2,5,TRAF6|IKK-I,RIG-I|MDA5|U|G3|NF-KB
PMC2662467__ijms-10-00184f6.jpg.txt,4,3,0,3,1,MU|X|L,CELL
PMC2662567__JCI37934.f2.jpg.txt,0,0,0,0,0,,
PMC2663984__zpq9990972180005.jpg.txt,3,0,0,0,3,,APO|TOP|CELL
PMC2665046__nihms94225f2.jpg.txt,0,0,0,0,0,,
PMC2665046__nihms94225f6.jpg.txt,6,3,0,3,3,S|CAN|PKC,UBR|RC|ATE1
PMC2666387__nihms69896f7.jpg.txt,2,1,0,1,1,AS,J
PMC2666844__gcr1_4ap0013f5.jpg.txt,0,0,0,0,0,,
PMC2666999__zpq9990973280005.jpg.txt,0,0,0,0,0,,
PMC2667898__nihms-106100-f0006.jpg.txt,2,1,0,1,1,X,U
PMC2668232__zcm0020922780005.jpg.txt,0,0,0,0,0,,
PMC26685__pq0103652003.jpg.txt,4,1,0,1,3,L,MA|J|GM
PMC2668721__nihms95970f1.jpg.txt,9,7,1,6,2,LIM|ERM|P38|ADF|HSP27|OF,M-RIP|J
PMC2668775__WJG-15-1702-g001.jpg.txt,0,0,0,0,0,,
PMC2668855__zh80170934070007.jpg.txt,5,4,0,4,1,P|P2|DAG|Z,PI3
PMC2668926__JO2009-526963.001.jpg.txt,31,21,5,16,10,MN|FIP|L|P|GEM|IN|AM|ERH|S2|DI|RB|S|VL|X|PM|H,U|MY|R|E|HU|NL|ALL|NM|EL|GM
PMC2669196__zek0040933030001.jpg.txt,0,0,0,0,0,,
PMC2670105__zbc0240967280001.jpg.txt,0,0,0,0,0,,
PMC2670969__nihms103385f4.jpg.txt,7,6,3,3,1,H|S|B,CELL
PMC2671376__zjh0040979520007.jpg.txt,4,1,0,1,3,MU,MY|SOUL|U
PMC2671893__zee0050947400011.jpg.txt,3,2,0,2,1,MEK1|H,ERK1
PMC2673764__DEV034082F10.jpg.txt,13,8,1,7,5,IN|AM|H|B|L|PM|MU,MUD|E|U|ARL|R
PMC2673908__nihms100740f2.jpg.txt,5,3,0,3,2,P|PM|S,U|R
PMC2674015__nihms40511f2a.jpg.txt,7,7,2,5,0,IKKA|TAK1|IKBA|X|RIP1,
PMC2674123__nihms-80058-f0011.jpg.txt,8,4,0,4,4,MU|X|H|L,EYS|J|U|MY
PMC2674225__PROCATS62152f2.jpg.txt,3,1,1,0,2,,SAC|MS
PMC2674579__nihms-108483-f0001.jpg.txt,4,2,1,1,2,B,BIM|CELL
PMC2674646__nihms88867f1.jpg.txt,0,0,0,0,0,,
